relative_time,data_id,co2_concentration,brix,out_temperature,in_temperature,ph,pressure_upper,pressure_lower,batch_id
104340.0,2423.0,18928.0,0.0,30.125,30.125,0.0,1007.3129,0.0,5.0
104400.0,2424.0,18928.0,0.0,30.125,30.125,0.0,1007.2672,0.0,5.0
104460.0,2425.0,18928.0,0.0,30.187,30.187,0.0,1007.2865,0.0,5.0
104520.0,2426.0,18928.0,0.0,30.125,30.125,0.0,1007.0305,0.0,5.0
104580.0,2427.0,18928.0,0.0,30.125,30.125,0.0,1007.1302,0.0,5.0
104640.0,2428.0,18928.0,0.0,30.125,30.125,0.0,1007.2405,0.0,5.0
104700.0,2429.0,18928.0,0.0,30.125,30.125,0.0,1007.1758,0.0,5.0
104760.0,2430.0,18928.0,0.0,30.187,30.187,0.0,1007.0209,0.0,5.0
104820.0,2431.0,18928.0,0.0,30.187,30.187,0.0,1007.3479,0.0,5.0
104880.0,2432.0,18928.0,0.0,30.187,30.187,0.0,1007.3136,0.0,5.0
104940.0,2433.0,18928.0,0.0,30.25,30.25,0.0,1007.6001,0.0,5.0
105000.0,2434.0,18928.0,0.0,30.187,30.187,0.0,1007.4276,0.0,5.0
105060.0,2435.0,18928.0,0.0,30.187,30.187,0.0,1007.3369,0.0,5.0
105120.0,2436.0,18928.0,0.0,30.25,30.25,0.0,1007.2672,0.0,5.0
105180.0,2437.0,18928.0,0.0,30.187,30.187,0.0,1007.1453,0.0,5.0
105240.0,2438.0,18928.0,0.0,30.25,30.25,0.0,1007.0792,0.0,5.0
105300.0,2439.0,18928.0,0.0,30.25,30.25,0.0,1007.2926,0.0,5.0
105360.0,2440.0,18928.0,0.0,30.25,30.25,0.0,1007.2325,0.0,5.0
105420.0,2441.0,18928.0,0.0,30.25,30.25,0.0,1007.045,0.0,5.0
105480.0,2442.0,18928.0,0.0,30.25,30.25,0.0,1007.2783,0.0,5.0
105540.0,2443.0,18928.0,0.0,30.25,30.25,0.0,1007.3078,0.0,5.0
105600.0,2444.0,18928.0,0.0,30.312,30.312,0.0,1007.1625,0.0,5.0
105660.0,2445.0,18928.0,0.0,30.312,30.312,0.0,1007.2266,0.0,5.0
105720.0,2446.0,18928.0,0.0,30.312,30.312,0.0,1007.0642,0.0,5.0
105780.0,2447.0,18928.0,0.0,30.312,30.312,0.0,1007.2292,0.0,5.0
105840.0,2448.0,18928.0,0.0,30.312,30.312,0.0,1007.2424,0.0,5.0
105900.0,2449.0,18928.0,0.0,30.375,30.375,0.0,1007.2961,0.0,5.0
105960.0,2450.0,18928.0,0.0,30.375,30.375,0.0,1007.284,0.0,5.0
106020.0,2451.0,18928.0,0.0,30.312,30.312,0.0,1007.1771,0.0,5.0
106080.0,2452.0,18928.0,0.0,30.375,30.375,0.0,1007.1736,0.0,5.0
106140.0,2453.0,18928.0,0.0,30.375,30.375,0.0,1007.1979,0.0,5.0
106200.0,2454.0,18928.0,0.0,30.375,30.375,0.0,1007.3128,0.0,5.0
106260.0,2455.0,15621.0,0.0,30.375,30.375,0.0,1007.1127,0.0,5.0
106320.0,2456.0,41223.0,0.0,30.375,30.375,0.0,1007.2081,0.0,5.0
106380.0,2457.0,49593.0,0.0,30.375,30.375,0.0,1007.2757,0.0,5.0
106440.0,2458.0,63944.0,0.0,30.437,30.437,0.0,1007.4104,0.0,5.0
106500.0,2459.0,18928.0,0.0,30.437,30.437,0.0,1007.1822,0.0,5.0
106560.0,2460.0,18928.0,0.0,30.375,30.375,0.0,1007.5676,0.0,5.0
106620.0,2461.0,18928.0,0.0,30.437,30.437,0.0,1007.3901,0.0,5.0
106680.0,2462.0,18928.0,0.0,30.5,30.5,0.0,1007.4941,0.0,5.0
106740.0,2463.0,18928.0,0.0,30.437,30.437,0.0,1007.5316,0.0,5.0
106800.0,2464.0,18928.0,0.0,30.437,30.437,0.0,1007.4478,0.0,5.0
106860.0,2465.0,18928.0,0.0,30.5,30.5,0.0,1007.418,0.0,5.0
106920.0,2466.0,18928.0,0.0,30.437,30.437,0.0,1007.4819,0.0,5.0
106980.0,2467.0,18928.0,0.0,30.437,30.437,0.0,1007.4249,0.0,5.0
107040.0,2468.0,18928.0,0.0,30.5,30.5,0.0,1007.418,0.0,5.0
107100.0,2469.0,18928.0,0.0,30.5,30.5,0.0,1007.4868,0.0,5.0
107160.0,2470.0,18928.0,0.0,30.5,30.5,0.0,1007.569,0.0,5.0
107220.0,2471.0,18928.0,0.0,30.562,30.562,0.0,1007.4523,0.0,5.0
107280.0,2472.0,18928.0,0.0,30.5,30.5,0.0,1007.5298,0.0,5.0
107340.0,2473.0,18928.0,0.0,30.5,30.5,0.0,1007.3868,0.0,5.0
107400.0,2474.0,18928.0,0.0,30.562,30.562,0.0,1007.4276,0.0,5.0
107460.0,2475.0,18928.0,0.0,30.562,30.562,0.0,1007.4742,0.0,5.0
107520.0,2476.0,18928.0,0.0,30.5,30.5,0.0,1007.2924,0.0,5.0
107580.0,2477.0,18928.0,0.0,30.562,30.562,0.0,1007.3851,0.0,5.0
107640.0,2478.0,18928.0,0.0,30.562,30.562,0.0,1007.2366,0.0,5.0
107700.0,2479.0,18928.0,0.0,30.625,30.625,0.0,1007.3308,0.0,5.0
107760.0,2480.0,18928.0,0.0,30.625,30.625,0.0,1007.2938,0.0,5.0
107820.0,2481.0,18928.0,0.0,30.625,30.625,0.0,1007.5717,0.0,5.0
107880.0,2482.0,18928.0,0.0,30.625,30.625,0.0,1007.6143,0.0,5.0
107940.0,2483.0,18928.0,0.0,30.625,30.625,0.0,1007.5459,0.0,5.0
108000.0,2484.0,18928.0,0.0,30.625,30.625,0.0,1007.4412,0.0,5.0
108060.0,2485.0,18928.0,0.0,30.687,30.687,0.0,1007.6511,0.0,5.0
108120.0,2486.0,18928.0,0.0,30.687,30.687,0.0,1007.3693,0.0,5.0
108180.0,2487.0,18928.0,0.0,30.687,30.687,0.0,1007.7444,0.0,5.0
108240.0,2488.0,18928.0,0.0,30.687,30.687,0.0,1007.4711,0.0,5.0
108300.0,2489.0,18928.0,0.0,30.687,30.687,0.0,1007.2811,0.0,5.0
108360.0,2490.0,18928.0,0.0,30.687,30.687,0.0,1007.8208,0.0,5.0
108420.0,2491.0,18928.0,0.0,30.75,30.75,0.0,1007.6448,0.0,5.0
108480.0,2492.0,18928.0,0.0,30.687,30.687,0.0,1007.5949,0.0,5.0
108540.0,2493.0,18928.0,0.0,30.75,30.75,0.0,1007.5214,0.0,5.0
108600.0,2494.0,18928.0,0.0,30.75,30.75,0.0,1007.6544,0.0,5.0
108660.0,2495.0,18928.0,0.0,30.75,30.75,0.0,1007.7376,0.0,5.0
108720.0,2496.0,18928.0,0.0,30.75,30.75,0.0,1007.5795,0.0,5.0
108780.0,2497.0,18928.0,0.0,30.75,30.75,0.0,1007.6116,0.0,5.0
108840.0,2498.0,18928.0,0.0,30.75,30.75,0.0,1007.3345,0.0,5.0
108900.0,2499.0,18928.0,0.0,30.812,30.812,0.0,1007.4669,0.0,5.0
108960.0,2500.0,18928.0,0.0,30.812,30.812,0.0,1007.8446,0.0,5.0
109020.0,2501.0,18928.0,0.0,30.812,30.812,0.0,1007.5465,0.0,5.0
109080.0,2502.0,18928.0,0.0,30.812,30.812,0.0,1007.6568,0.0,5.0
109140.0,2503.0,18928.0,0.0,30.812,30.812,0.0,1007.6178,0.0,5.0
109200.0,2504.0,18928.0,0.0,30.875,30.875,0.0,1007.7575,0.0,5.0
109260.0,2505.0,18928.0,0.0,30.875,30.875,0.0,1007.5007,0.0,5.0
109320.0,2506.0,18928.0,0.0,30.812,30.812,0.0,1007.6137,0.0,5.0
109380.0,2507.0,18928.0,0.0,30.875,30.875,0.0,1007.7462,0.0,5.0
109440.0,2508.0,18928.0,0.0,30.875,30.875,0.0,1007.5477,0.0,5.0
109500.0,2509.0,18928.0,0.0,30.937,30.937,0.0,1007.8198,0.0,5.0
109560.0,2510.0,18928.0,0.0,30.875,30.875,0.0,1007.761,0.0,5.0
109620.0,2511.0,18928.0,0.0,30.875,30.875,0.0,1007.8939,0.0,5.0
109680.0,2512.0,18928.0,0.0,30.875,30.875,0.0,1007.5352,0.0,5.0
109740.0,2513.0,18928.0,0.0,30.937,30.937,0.0,1007.7828,0.0,5.0
109800.0,2514.0,18928.0,0.0,30.937,30.937,0.0,1007.8153,0.0,5.0
109860.0,2515.0,18928.0,0.0,30.937,30.937,0.0,1007.8636,0.0,5.0
109920.0,2516.0,18928.0,0.0,30.937,30.937,0.0,1007.7853,0.0,5.0
109980.0,2517.0,18928.0,0.0,30.937,30.937,0.0,1007.6418,0.0,5.0
110040.0,2518.0,18928.0,0.0,31.0,31.0,0.0,1007.8067,0.0,5.0
110100.0,2519.0,18928.0,0.0,30.937,30.937,0.0,1007.7981,0.0,5.0
110160.0,2520.0,18928.0,0.0,31.0,31.0,0.0,1007.5072,0.0,5.0
110220.0,2521.0,18928.0,0.0,31.062,31.062,0.0,1007.9118,0.0,5.0
110280.0,2522.0,18928.0,0.0,31.062,31.062,0.0,1007.7702,0.0,5.0
110340.0,2523.0,18928.0,0.0,31.062,31.062,0.0,1007.7204,0.0,5.0
110400.0,2524.0,18928.0,0.0,31.0,31.0,0.0,1007.6503,0.0,5.0
110460.0,2525.0,18928.0,0.0,31.062,31.062,0.0,1007.4532,0.0,5.0
110520.0,2526.0,18928.0,0.0,31.062,31.062,0.0,1007.4022,0.0,5.0
110580.0,2527.0,18928.0,0.0,31.062,31.062,0.0,1007.5645,0.0,5.0
110640.0,2528.0,18928.0,0.0,31.062,31.062,0.0,1007.6932,0.0,5.0
110700.0,2529.0,18928.0,0.0,31.062,31.062,0.0,1007.8167,0.0,5.0
110760.0,2530.0,18928.0,0.0,31.062,31.062,0.0,1007.6534,0.0,5.0
110820.0,2531.0,18928.0,0.0,31.125,31.125,0.0,1007.8581,0.0,5.0
110880.0,2532.0,18928.0,0.0,31.125,31.125,0.0,1008.004,0.0,5.0
110940.0,2533.0,18928.0,0.0,31.125,31.125,0.0,1007.9228,0.0,5.0
111000.0,2534.0,18928.0,0.0,31.125,31.125,0.0,1007.9133,0.0,5.0
111060.0,2535.0,18928.0,0.0,31.125,31.125,0.0,1008.0383,0.0,5.0
111120.0,2536.0,18928.0,0.0,31.187,31.187,0.0,1007.9624,0.0,5.0
111180.0,2537.0,18928.0,0.0,31.125,31.125,0.0,1007.8486,0.0,5.0
111240.0,2538.0,18928.0,0.0,31.187,31.187,0.0,1008.0414,0.0,5.0
111300.0,2539.0,18928.0,0.0,31.187,31.187,0.0,1007.6413,0.0,5.0
111360.0,2540.0,18928.0,0.0,31.187,31.187,0.0,1007.9087,0.0,5.0
111420.0,2541.0,18928.0,0.0,31.187,31.187,0.0,1007.9561,0.0,5.0
111480.0,2542.0,18928.0,0.0,31.25,31.25,0.0,1007.6909,0.0,5.0
111540.0,2543.0,18928.0,0.0,31.25,31.25,0.0,1007.9015,0.0,5.0
111600.0,2544.0,18928.0,0.0,31.25,31.25,0.0,1007.985,0.0,5.0
111660.0,2545.0,18928.0,0.0,31.25,31.25,0.0,1007.761,0.0,5.0
111720.0,2546.0,18928.0,0.0,31.312,31.312,0.0,1007.8685,0.0,5.0
111780.0,2547.0,18928.0,0.0,31.312,31.312,0.0,1008.1298,0.0,5.0
111840.0,2548.0,18928.0,0.0,31.25,31.25,0.0,1007.6413,0.0,5.0
111900.0,2549.0,18928.0,0.0,31.25,31.25,0.0,1007.7509,0.0,5.0
111960.0,2550.0,18928.0,0.0,31.312,31.312,0.0,1008.0553,0.0,5.0
112020.0,2551.0,18928.0,0.0,31.312,31.312,0.0,1007.7462,0.0,5.0
112080.0,2552.0,18928.0,0.0,31.312,31.312,0.0,1007.6895,0.0,5.0
112140.0,2553.0,18928.0,0.0,31.312,31.312,0.0,1007.4988,0.0,5.0
112200.0,2554.0,18928.0,0.0,31.312,31.312,0.0,1007.9062,0.0,5.0
112260.0,2555.0,18928.0,0.0,31.375,31.375,0.0,1007.5953,0.0,5.0
112320.0,2556.0,18928.0,0.0,31.375,31.375,0.0,1007.9563,0.0,5.0
112380.0,2557.0,18928.0,0.0,31.375,31.375,0.0,1007.7327,0.0,5.0
112440.0,2558.0,18928.0,0.0,31.375,31.375,0.0,1007.9628,0.0,5.0
112500.0,2559.0,18928.0,0.0,31.375,31.375,0.0,1007.7117,0.0,5.0
112560.0,2560.0,18928.0,0.0,31.375,31.375,0.0,1007.4365,0.0,5.0
112620.0,2561.0,18928.0,0.0,31.375,31.375,0.0,1007.9761,0.0,5.0
112680.0,2562.0,18928.0,0.0,31.437,31.437,0.0,1007.7303,0.0,5.0
112740.0,2563.0,18928.0,0.0,31.437,31.437,0.0,1007.9825,0.0,5.0
112800.0,2564.0,18928.0,0.0,31.437,31.437,0.0,1008.0307,0.0,5.0
112860.0,2565.0,18928.0,0.0,31.437,31.437,0.0,1007.921,0.0,5.0
112920.0,2566.0,18928.0,0.0,31.437,31.437,0.0,1007.936,0.0,5.0
112980.0,2567.0,18928.0,0.0,31.5,31.5,0.0,1007.9601,0.0,5.0
113040.0,2568.0,18928.0,0.0,31.437,31.437,0.0,1007.6877,0.0,5.0
113100.0,2569.0,18928.0,0.0,31.437,31.437,0.0,1007.9685,0.0,5.0
113160.0,2570.0,18928.0,0.0,31.437,31.437,0.0,1007.7284,0.0,5.0
113220.0,2571.0,18928.0,0.0,31.5,31.5,0.0,1007.7015,0.0,5.0
113280.0,2572.0,18928.0,0.0,31.562,31.562,0.0,1007.8953,0.0,5.0
113340.0,2573.0,18928.0,0.0,31.5,31.5,0.0,1008.0375,0.0,5.0
113400.0,2574.0,18928.0,0.0,31.5,31.5,0.0,1007.5888,0.0,5.0
113460.0,2575.0,18928.0,0.0,31.5,31.5,0.0,1007.6274,0.0,5.0
113520.0,2576.0,18928.0,0.0,31.562,31.562,0.0,1008.1483,0.0,5.0
113580.0,2577.0,18928.0,0.0,31.562,31.562,0.0,1007.9779,0.0,5.0
113640.0,2578.0,18928.0,0.0,31.562,31.562,0.0,1007.8351,0.0,5.0
113700.0,2579.0,18928.0,0.0,31.625,31.625,0.0,1007.7972,0.0,5.0
113760.0,2580.0,18928.0,0.0,31.625,31.625,0.0,1007.5875,0.0,5.0
113820.0,2581.0,18928.0,0.0,31.562,31.562,0.0,1007.8402,0.0,5.0
113880.0,2582.0,18928.0,0.0,31.625,31.625,0.0,1007.7462,0.0,5.0
113940.0,2583.0,18928.0,0.0,31.562,31.562,0.0,1007.6193,0.0,5.0
114000.0,2584.0,18928.0,0.0,31.625,31.625,0.0,1007.5025,0.0,5.0
114060.0,2585.0,18928.0,0.0,31.625,31.625,0.0,1007.9943,0.0,5.0
114120.0,2586.0,18928.0,0.0,31.625,31.625,0.0,1007.6866,0.0,5.0
114180.0,2587.0,18928.0,0.0,31.625,31.625,0.0,1007.6987,0.0,5.0
114240.0,2588.0,18928.0,0.0,31.625,31.625,0.0,1008.1396,0.0,5.0
114300.0,2589.0,18928.0,0.0,31.687,31.687,0.0,1007.7728,0.0,5.0
114360.0,2590.0,18928.0,0.0,31.687,31.687,0.0,1008.0871,0.0,5.0
114420.0,2591.0,18928.0,0.0,31.687,31.687,0.0,1007.7975,0.0,5.0
114480.0,2592.0,18928.0,0.0,31.75,31.75,0.0,1007.839,0.0,5.0
114540.0,2593.0,18928.0,0.0,31.75,31.75,0.0,1007.7026,0.0,5.0
114600.0,2594.0,18928.0,0.0,31.687,31.687,0.0,1007.7988,0.0,5.0
114660.0,2595.0,18928.0,0.0,31.687,31.687,0.0,1007.4697,0.0,5.0
114720.0,2596.0,18928.0,0.0,31.687,31.687,0.0,1007.7385,0.0,5.0
114780.0,2597.0,18928.0,0.0,31.75,31.75,0.0,1007.5854,0.0,5.0
114840.0,2598.0,18928.0,0.0,31.75,31.75,0.0,1007.6568,0.0,5.0
114900.0,2599.0,18928.0,0.0,31.75,31.75,0.0,1007.5339,0.0,5.0
114960.0,2600.0,18928.0,0.0,31.75,31.75,0.0,1007.9068,0.0,5.0
115020.0,2601.0,18928.0,0.0,31.812,31.812,0.0,1007.6224,0.0,5.0
115080.0,2602.0,18928.0,0.0,31.75,31.75,0.0,1007.774,0.0,5.0
115140.0,2603.0,18928.0,0.0,31.812,31.812,0.0,1008.1233,0.0,5.0
115200.0,2604.0,18928.0,0.0,31.812,31.812,0.0,1007.6041,0.0,5.0
115260.0,2605.0,18928.0,0.0,31.75,31.75,0.0,1007.572,0.0,5.0
115320.0,2606.0,18928.0,0.0,31.812,31.812,0.0,1007.8495,0.0,5.0
115380.0,2607.0,18928.0,0.0,31.812,31.812,0.0,1008.1295,0.0,5.0
115440.0,2608.0,18928.0,0.0,31.875,31.875,0.0,1007.9943,0.0,5.0
115500.0,2609.0,18928.0,0.0,31.812,31.812,0.0,1008.0176,0.0,5.0
115560.0,2610.0,18928.0,0.0,31.875,31.875,0.0,1007.7543,0.0,5.0
115620.0,2611.0,18928.0,0.0,31.875,31.875,0.0,1007.8527,0.0,5.0
115680.0,2612.0,18928.0,0.0,31.812,31.812,0.0,1008.0904,0.0,5.0
115740.0,2613.0,18928.0,0.0,31.875,31.875,0.0,1007.7126,0.0,5.0
115800.0,2614.0,18928.0,0.0,31.875,31.875,0.0,1007.7012,0.0,5.0
115860.0,2615.0,18928.0,0.0,31.812,31.812,0.0,1007.9798,0.0,5.0
115920.0,2616.0,18928.0,0.0,31.875,31.875,0.0,1007.7925,0.0,5.0
115980.0,2617.0,18928.0,0.0,31.875,31.875,0.0,1008.0473,0.0,5.0
116040.0,2618.0,18928.0,0.0,31.875,31.875,0.0,1007.736,0.0,5.0
116100.0,2619.0,18928.0,0.0,31.875,31.875,0.0,1007.6579,0.0,5.0
116160.0,2620.0,18928.0,0.0,31.875,31.875,0.0,1007.8126,0.0,5.0
116220.0,2621.0,18928.0,0.0,31.937,31.937,0.0,1007.6137,0.0,5.0
116280.0,2622.0,18928.0,0.0,31.875,31.875,0.0,1008.0727,0.0,5.0
116340.0,2623.0,18928.0,0.0,31.937,31.937,0.0,1007.9642,0.0,5.0
116400.0,2624.0,18928.0,0.0,31.875,31.875,0.0,1007.5211,0.0,5.0
116460.0,2625.0,18928.0,0.0,31.875,31.875,0.0,1007.9699,0.0,5.0
116520.0,2626.0,18928.0,0.0,31.937,31.937,0.0,1007.4868,0.0,5.0
116580.0,2627.0,18928.0,0.0,31.937,31.937,0.0,1007.671,0.0,5.0
116640.0,2628.0,18928.0,0.0,31.937,31.937,0.0,1007.9294,0.0,5.0
116700.0,2629.0,18928.0,0.0,31.875,31.875,0.0,1008.0742,0.0,5.0
116760.0,2630.0,18928.0,0.0,31.937,31.937,0.0,1007.7053,0.0,5.0
116820.0,2631.0,18928.0,0.0,31.937,31.937,0.0,1008.0955,0.0,5.0
116880.0,2632.0,18928.0,0.0,32.0,32.0,0.0,1007.6086,0.0,5.0
116940.0,2633.0,18928.0,0.0,31.937,31.937,0.0,1007.5757,0.0,5.0
117000.0,2634.0,18928.0,0.0,32.0,32.0,0.0,1008.1111,0.0,5.0
117060.0,2635.0,18928.0,0.0,32.0,32.0,0.0,1007.9027,0.0,5.0
117120.0,2636.0,18928.0,0.0,31.937,31.937,0.0,1008.041,0.0,5.0
117180.0,2637.0,18928.0,0.0,31.937,31.937,0.0,1008.0135,0.0,5.0
117240.0,2638.0,18928.0,0.0,31.937,31.937,0.0,1008.2376,0.0,5.0
117300.0,2639.0,18928.0,0.0,32.0,32.0,0.0,1008.1612,0.0,5.0
117360.0,2640.0,18928.0,0.0,32.0,32.0,0.0,1008.1687,0.0,5.0
117420.0,2641.0,18928.0,0.0,32.0,32.0,0.0,1007.7631,0.0,5.0
117480.0,2642.0,18928.0,0.0,32.0,32.0,0.0,1007.9304,0.0,5.0
117540.0,2643.0,18928.0,0.0,32.0,32.0,0.0,1007.6454,0.0,5.0
117600.0,2644.0,18928.0,0.0,32.0,32.0,0.0,1008.1414,0.0,5.0
117660.0,2645.0,18928.0,0.0,32.0,32.0,0.0,1007.4407,0.0,5.0
117720.0,2646.0,18928.0,0.0,32.0,32.0,0.0,1007.7331,0.0,5.0
117780.0,2647.0,18928.0,0.0,32.0,32.0,0.0,1008.1598,0.0,5.0
117840.0,2648.0,18928.0,0.0,32.0,32.0,0.0,1007.6423,0.0,5.0
117900.0,2649.0,18928.0,0.0,32.0,32.0,0.0,1007.6784,0.0,5.0
117960.0,2650.0,18928.0,0.0,32.0,32.0,0.0,1007.5517,0.0,5.0
118020.0,2651.0,18928.0,0.0,32.062,32.062,0.0,1008.0336,0.0,5.0
118080.0,2652.0,18928.0,0.0,32.0,32.0,0.0,1008.1677,0.0,5.0
118140.0,2653.0,18928.0,0.0,32.062,32.062,0.0,1008.1334,0.0,5.0
118200.0,2654.0,18928.0,0.0,32.062,32.062,0.0,1008.1233,0.0,5.0
118260.0,2655.0,18928.0,0.0,32.0,32.0,0.0,1007.6029,0.0,5.0
118320.0,2656.0,18928.0,0.0,32.062,32.062,0.0,1008.1781,0.0,5.0
118380.0,2657.0,18928.0,0.0,32.062,32.062,0.0,1007.5187,0.0,5.0
118440.0,2658.0,18928.0,0.0,32.062,32.062,0.0,1008.0248,0.0,5.0
118500.0,2659.0,18928.0,0.0,32.062,32.062,0.0,1007.6387,0.0,5.0
118560.0,2660.0,18928.0,0.0,32.062,32.062,0.0,1007.5324,0.0,5.0
118620.0,2661.0,18928.0,0.0,32.125,32.125,0.0,1007.8869,0.0,5.0
118680.0,2662.0,18928.0,0.0,32.062,32.062,0.0,1007.986,0.0,5.0
118740.0,2663.0,18928.0,0.0,32.125,32.125,0.0,1008.0265,0.0,5.0
118800.0,2664.0,18928.0,0.0,32.125,32.125,0.0,1007.9617,0.0,5.0
118860.0,2665.0,18928.0,0.0,32.062,32.062,0.0,1008.0764,0.0,5.0
118920.0,2666.0,18928.0,0.0,32.062,32.062,0.0,1007.3321,0.0,5.0
118980.0,2667.0,18928.0,0.0,32.125,32.125,0.0,1007.5618,0.0,5.0
119040.0,2668.0,18928.0,0.0,32.125,32.125,0.0,1007.8476,0.0,5.0
119100.0,2669.0,18928.0,0.0,32.125,32.125,0.0,1007.6174,0.0,5.0
119160.0,2670.0,18928.0,0.0,32.125,32.125,0.0,1008.086,0.0,5.0
119220.0,2671.0,18928.0,0.0,32.125,32.125,0.0,1007.5134,0.0,5.0
119280.0,2672.0,18928.0,0.0,32.187,32.187,0.0,1007.4823,0.0,5.0
119340.0,2673.0,18928.0,0.0,32.125,32.125,0.0,1007.6328,0.0,5.0
119400.0,2674.0,18928.0,0.0,32.125,32.125,0.0,1007.6363,0.0,5.0
119460.0,2675.0,18928.0,0.0,32.125,32.125,0.0,1007.732,0.0,5.0
119520.0,2676.0,18928.0,0.0,32.187,32.187,0.0,1007.6039,0.0,5.0
119580.0,2677.0,18928.0,0.0,32.125,32.125,0.0,1008.0615,0.0,5.0
119640.0,2678.0,18928.0,0.0,32.187,32.187,0.0,1007.6524,0.0,5.0
119700.0,2679.0,18928.0,0.0,32.125,32.125,0.0,1007.8661,0.0,5.0
119760.0,2680.0,18928.0,0.0,32.125,32.125,0.0,1007.6297,0.0,5.0
119820.0,2681.0,18928.0,0.0,32.187,32.187,0.0,1007.7688,0.0,5.0
119880.0,2682.0,18928.0,0.0,32.187,32.187,0.0,1007.317,0.0,5.0
119940.0,2683.0,18928.0,0.0,32.187,32.187,0.0,1008.1056,0.0,5.0
120000.0,2684.0,18928.0,0.0,32.187,32.187,0.0,1007.6571,0.0,5.0
120060.0,2685.0,18928.0,0.0,32.187,32.187,0.0,1007.617,0.0,5.0
120120.0,2686.0,18928.0,0.0,32.187,32.187,0.0,1008.2662,0.0,5.0
120180.0,2687.0,18928.0,0.0,32.187,32.187,0.0,1007.4507,0.0,5.0
120240.0,2688.0,18928.0,0.0,32.187,32.187,0.0,1007.5867,0.0,5.0
120300.0,2689.0,18928.0,0.0,32.187,32.187,0.0,1007.7787,0.0,5.0
120360.0,2690.0,18928.0,0.0,32.187,32.187,0.0,1008.0729,0.0,5.0
120420.0,2691.0,18928.0,0.0,32.187,32.187,0.0,1008.1226,0.0,5.0
120480.0,2692.0,18928.0,0.0,32.187,32.187,0.0,1007.7584,0.0,5.0
120540.0,2693.0,18928.0,0.0,32.187,32.187,0.0,1007.6843,0.0,5.0
120600.0,2694.0,18928.0,0.0,32.187,32.187,0.0,1007.4297,0.0,5.0
120660.0,2695.0,18928.0,0.0,32.187,32.187,0.0,1007.9303,0.0,5.0
120720.0,2696.0,18928.0,0.0,32.187,32.187,0.0,1007.4498,0.0,5.0
120780.0,2697.0,18928.0,0.0,32.25,32.25,0.0,1007.5463,0.0,5.0
120840.0,2698.0,18928.0,0.0,32.25,32.25,0.0,1007.8691,0.0,5.0
120900.0,2699.0,18928.0,0.0,32.187,32.187,0.0,1007.6775,0.0,5.0
120960.0,2700.0,18928.0,0.0,32.187,32.187,0.0,1007.499,0.0,5.0
121020.0,2701.0,18928.0,0.0,32.187,32.187,0.0,1007.9215,0.0,5.0
121080.0,2702.0,18928.0,0.0,32.187,32.187,0.0,1007.8238,0.0,5.0
121140.0,2703.0,18928.0,0.0,32.25,32.25,0.0,1007.7342,0.0,5.0
121200.0,2704.0,18928.0,0.0,32.25,32.25,0.0,1007.733,0.0,5.0
121260.0,2705.0,18928.0,0.0,32.25,32.25,0.0,1007.8933,0.0,5.0
121320.0,2706.0,18928.0,0.0,32.25,32.25,0.0,1007.6852,0.0,5.0
121380.0,2707.0,18928.0,0.0,32.25,32.25,0.0,1007.4004,0.0,5.0
121440.0,2708.0,18928.0,0.0,32.25,32.25,0.0,1007.6341,0.0,5.0
121500.0,2709.0,18928.0,0.0,32.25,32.25,0.0,1007.4241,0.0,5.0
121560.0,2710.0,18928.0,0.0,32.25,32.25,0.0,1007.3147,0.0,5.0
121620.0,2711.0,18928.0,0.0,32.25,32.25,0.0,1007.6025,0.0,5.0
121680.0,2712.0,18928.0,0.0,32.25,32.25,0.0,1007.7927,0.0,5.0
121740.0,2713.0,18928.0,0.0,32.25,32.25,0.0,1007.3,0.0,5.0
121800.0,2714.0,18928.0,0.0,32.312,32.312,0.0,1007.7615,0.0,5.0
121860.0,2715.0,18928.0,0.0,32.25,32.25,0.0,1007.4163,0.0,5.0
121920.0,2716.0,18928.0,0.0,32.25,32.25,0.0,1007.6073,0.0,5.0
121980.0,2717.0,18928.0,0.0,32.25,32.25,0.0,1007.4417,0.0,5.0
122040.0,2718.0,18928.0,0.0,32.25,32.25,0.0,1007.3197,0.0,5.0
122100.0,2719.0,18928.0,0.0,32.25,32.25,0.0,1007.7489,0.0,5.0
122160.0,2720.0,18928.0,0.0,32.25,32.25,0.0,1007.7619,0.0,5.0
122220.0,2721.0,18928.0,0.0,32.25,32.25,0.0,1007.3738,0.0,5.0
122280.0,2722.0,18928.0,0.0,32.25,32.25,0.0,1007.3911,0.0,5.0
122340.0,2723.0,18928.0,0.0,32.25,32.25,0.0,1007.3016,0.0,5.0
122400.0,2724.0,18928.0,0.0,32.312,32.312,0.0,1007.7204,0.0,5.0
122460.0,2725.0,18928.0,0.0,32.25,32.25,0.0,1007.7547,0.0,5.0
122520.0,2726.0,18928.0,0.0,32.25,32.25,0.0,1007.8455,0.0,5.0
122580.0,2727.0,18928.0,0.0,32.25,32.25,0.0,1007.7949,0.0,5.0
122640.0,2728.0,18928.0,0.0,32.25,32.25,0.0,1007.2948,0.0,5.0
122700.0,2729.0,18928.0,0.0,32.25,32.25,0.0,1007.3246,0.0,5.0
122760.0,2730.0,18928.0,0.0,32.25,32.25,0.0,1007.5682,0.0,5.0
122820.0,2731.0,18928.0,0.0,32.312,32.312,0.0,1007.2596,0.0,5.0
122880.0,2732.0,18928.0,0.0,32.25,32.25,0.0,1007.4063,0.0,5.0
